temperature,humidity,wind_speed,solar_radiation,building_size,insulation_rating,occupancy,hour_of_day,day_of_week,target
34.90732028150799,36.400969082834536,4.913694130713882,5.935213003425398,251.84599083191307,3.6536701023252998,28,2,6,90.05115233395455
10.641661315976087,34.42655144235649,8.705183697461706,22.131640049492013,598.6306006534329,7.915561405020754,28,23,2,100.41999778004727
31.758290447821032,41.27844468721784,1.978902811158381,4.4043642073473706,236.09084876083926,2.3000116460237,19,17,6,80.17195823087926
7.461193322509876,53.73287291504181,3.088521222713628,10.62268583731554,822.7793784354604,4.245444057613347,14,17,1,117.5931659651599
13.622484975465898,75.04731877363402,5.139115674365437,6.199267619405637,832.8553694252532,9.521063090066027,21,10,3,101.47587331097672
29.07105195800301,38.45993688944114,7.607658874627972,7.326738896677074,412.4415843701226,8.09832946781,21,16,2,93.14851251455488
5.713192997740311,32.18773254313797,5.075319942220186,6.66989047295802,293.21965027102556,8.8587885096712,13,17,1,86.5227386131711
18.59931279811334,83.50203449238612,0.8552055989694758,10.8771102765238,229.41449526016098,3.8451424884296572,16,1,3,59.713133595422036
11.382451041403145,50.12253151868747,3.7732283533263207,8.198318988400898,582.1179255644115,6.779903948611739,20,2,1,83.622509477184
17.44380629469403,49.82169612864779,2.857988971224985,8.938647951004105,538.288627771697,1.5411197669972077,25,10,2,115.6145338620615
-7.985891054607244,61.50644472231524,5.185738717216138,14.990622062256854,105.33811297028463,6.839085235142736,19,7,3,132.66623138696954
2.28466895490153,55.189783767204744,5.192122798616145,10.194089751249582,376.93237272398795,2.9970722370812837,17,15,0,123.6497606463805
13.001227654020827,47.71380750555725,0.5124724604790718,4.35124708933488,550.7213581386541,2.6092676693418526,15,14,4,98.16791088186979
29.274624317585825,72.93475924311184,0.7463111537597183,1.4820665577279049,237.45138659309362,4.142628028148451,18,17,4,81.71678699544255
18.263643172097844,77.5301160488807,0.45792683591570316,1.3073397281052042,347.66296456841064,6.733545033501769,21,10,6,72.32015332234563
20.02845915896811,79.57678034313336,0.5040785034061179,2.187882225960768,765.7013054088661,1.6350602877593952,20,23,1,111.28620048030884
26.88222711102285,76.20181659356928,3.7149069066252007,4.32906447996409,446.2770728042164,4.516383210990197,11,14,2,77.33186464939814
11.20463656990948,71.42566879834766,0.01367245978206607,3.787170642287924,253.32329620038146,3.2739725859722895,15,8,5,74.38426590234306
22.83627323807291,41.58074138527084,7.634111375659663,7.255865817730329,816.0335231110015,7.381275226563929,23,4,3,87.73687158677751
11.946334819343843,73.89902343552723,4.204218813368144,14.047677519752444,672.6752242396616,8.90482816771307,21,14,1,101.88760199963971
2.723305058793926,46.482682907827154,6.383252640407564,5.81530450588266,664.1462134460459,4.48148855997705,19,18,1,134.30226342485244
16.09100206244899,73.30905138797947,3.2753510421478946,3.398318425237175,173.385927794365,4.854029561736043,26,22,2,86.26398348418321
25.738058624050577,35.87177418423681,11.859110618027824,4.622030549581032,468.90028703823083,9.01045152583094,20,4,1,63.58037885344815
23.385890509998013,55.38095844364132,8.65302396264083,1.1908916063115607,318.4408244147128,1.420785732834342,20,21,6,66.45477230325913
19.881695055211804,53.581097786659086,3.449177062547324,16.38973949370134,636.9817880674167,7.4974530016486485,13,11,0,62.07714585424339
43.92365265937726,32.202068991115176,1.3999040376108296,4.382573335198514,150.60425660083706,9.593911389342617,21,6,1,85.41353628186855
24.12912160308779,83.04117566264205,0.6761897494516258,17.99308140172742,708.7209182505769,5.478677840654272,25,17,6,94.6982297243798
29.787360059373466,70.58880656808753,9.259983810782668,3.0738901899006947,632.0572277510792,1.6854497085190898,18,21,5,93.33814239475916
42.38143338497953,76.69544598183188,5.648551433547998,5.740552677347303,444.6225859018674,5.023922916393357,20,19,1,115.6575807086787
7.059146768387512,69.94325973245151,1.5405927452405432,20.065344870675823,471.25361844845526,5.8274811308420285,20,9,5,92.86458528624983
9.612117897950466,50.58000960671031,6.4749645467569215,9.20822593133584,514.6230966506236,2.8877240478228536,28,7,5,104.61936418577439
37.43712225122931,60.40763255505155,1.8406797781229434,7.738223704727471,307.1039978228671,6.1651094754524625,19,19,5,73.99754980958357
12.019372647589375,37.72471673607824,1.4703462014561701,9.74385660513627,506.62056081808726,2.335343058885978,19,21,0,97.1759264321644
20.2968323030333,39.6970380224445,6.719696229489873,8.356960512046602,474.74591933681796,2.925279394241322,16,7,1,73.6681392411439
30.693159694243484,49.444114947624534,6.726485223711381,11.647209966238394,741.4031930521243,9.274450969067928,20,15,1,111.72530550584025
28.907063912931708,68.6210876914114,8.682661752624943,3.5884762592476527,510.57422496497173,1.1535268610625558,18,14,3,102.01148144014775
37.548861819811094,65.97568461465502,9.478188363310938,3.4879645020061174,593.94480375953,7.965570842450669,24,11,2,113.83237163049556
34.956441370334694,76.51560906341518,3.956639810654583,2.2015405833133173,535.8150893634636,6.148101028946128,19,13,0,116.09892940798444
30.693926697057368,61.92942946625713,1.49181797233251,15.195454816269223,681.9841351148062,2.219886272481809,17,15,2,111.60938237793914
12.272912857528086,70.54025544364055,4.650987190031257,1.7958462604634375,380.91389570761527,9.930705792871562,13,15,5,53.6356968684901
27.948626677932182,32.63302692968736,1.7756838704105258,3.2388726800249517,160.22222957785337,3.445479060704538,18,1,5,55.46245485955479
23.14271994506867,85.9978742151804,7.872456314353967,0.5534252939150406,316.15621751709045,2.7316762581077847,17,22,4,69.02679508809962
6.737345400595441,80.77122335667016,0.633073753834885,4.889634982456639,751.5495538040971,3.227355376196905,17,10,5,123.12345391748367
34.172990464768525,86.19687881422266,1.975445969550941,4.611074908402715,327.447678123826,5.272400313695789,16,14,4,103.4478783936182
28.072365345785663,40.41750207113364,0.1937108777746142,0.810422299351125,805.8663021451878,7.031819201174921,9,21,3,81.38153365849685
20.45490080631097,38.75840024406584,2.9480005305935157,12.294977253327213,394.9525179364169,4.449865074227876,19,5,5,51.534839675923074
17.669079390155865,62.41464571078304,0.7543941420606197,2.2434732394121193,191.04462136124397,6.279187593811091,12,17,2,45.45739903617285
8.01698855299213,80.32311127711765,17.999614970051912,15.667534480147385,290.7982936446981,7.8064744300632265,22,1,3,77.80950247252873
21.995240735586325,74.302685807724,2.1982579628410086,3.85856462700385,734.727521869262,4.05284162496805,32,13,5,115.8703144914089
24.684391194456442,45.517533154309646,7.800137794675932,3.6703911317415807,848.4410084501184,9.11325301896255,25,7,2,91.56300132391158
11.688450157567209,58.51495526667972,8.821080347201738,3.7240695657451366,917.9281651922702,9.555530958495513,21,10,3,117.42223419379917
31.622040490995293,44.121588496962985,0.4827376726966407,4.932241886386516,500.1147443759635,8.340600581652309,24,6,0,96.30213509417443
9.027969535169657,63.85381324788134,5.5226595244699785,5.656703677837305,711.3230884974397,3.001735285875174,18,7,1,113.63227766709313
-1.2310035004244178,64.05193813858124,2.1099336080026267,7.957486166300073,506.34921058582927,5.392121476476731,21,2,1,138.11212587075374
30.397270908927005,34.987194857850014,1.7698190846092992,1.3138914450160262,651.3910512013642,3.3521486742321263,11,9,2,86.4704676058886
15.966339618978925,67.96899992380264,7.02026586129468,7.67858761749557,585.5848290161102,8.181658628158928,11,4,3,67.48757643305022
18.739704146869848,35.82181841975441,1.4669392765072367,13.590798995826662,629.7169386307824,2.5866002000428647,16,11,3,93.04917927334677
11.624832771749467,31.674272423825933,1.8541816803859374,11.07511175863136,171.75457615891145,3.5995523494861645,27,6,4,94.49497421767569
3.940372392825971,81.30777181409894,7.0687385904365385,5.6056982360949705,127.4004789518755,3.4768936007286038,20,19,0,107.40785872028744
32.552373747242186,44.906829441439115,2.1504796368082313,8.41173423546373,458.89413370176305,9.428562544407566,24,0,4,99.66257449794745
13.111310161530785,57.906018236312356,2.491530390295697,7.890297754924912,659.8728971650445,8.694039348438956,26,4,3,109.6911999100479
36.609524881479395,86.27765432475033,6.754077065742101,8.288416907166795,335.66624406838855,5.128568575560901,20,11,6,90.90447062058354
28.073081862107287,67.52480654674844,0.7452006483936922,5.7128725481106155,354.88169634089513,9.70769785054528,28,3,4,88.36458956283847
16.8524185328254,52.35635049686617,5.902469315742388,9.560547602952035,881.3266508819854,3.816483168432707,19,23,6,83.8266049015307
9.140975988731334,81.11049255410883,1.9514754667276955,16.44739243636814,979.5657190074153,7.027597675276368,32,11,1,152.63553957050192
12.675380132795429,42.874475826439834,9.292864212533038,2.775973865700447,945.8022350932066,2.072640127160441,14,14,0,111.11761534358459
7.874768689048304,59.295743347589486,4.816287522586941,8.322291924034129,519.4437459452131,2.047052777533417,20,0,0,109.09880472605074
40.87113359588186,63.94432472773429,0.038519209777123246,5.449169765337033,695.0795321538586,3.44169385472143,15,9,1,135.0396652841198
21.64441230229825,65.1495811940344,0.7088799686398073,9.399911952471388,844.6006683333204,9.110012313639674,22,5,6,85.70258727870859
31.502055425466324,31.050592322433893,6.941693434657853,6.1764086521327295,775.1635237192498,5.507203971581993,16,22,2,104.430056049683
7.326479509897725,52.618048154999826,1.2409895927392662,7.098433428700671,646.8292137820105,3.1720663796051953,29,6,1,135.06186887292702
21.81035129597004,60.8935677374227,0.0859777401336314,9.50483105075375,176.97111989258042,4.1894670357543395,15,3,2,63.694070330499315
31.778619388085783,57.47083233665926,6.705327885479423,5.225665532581012,179.4213606602317,2.1351805656588327,14,19,2,71.2411706641406
16.64989238066984,79.31657761461133,5.582515748127241,1.8922648378201892,120.43461839618364,4.824321970724571,27,12,5,75.07042538447322
30.31114458921742,73.37646765103248,1.2633087146719473,2.9238463339987444,554.4208066817519,4.559940325095431,25,17,2,118.00394159029847
9.154320879942334,85.9297913978492,4.916180960097609,5.611554985528389,785.4588564690378,7.197095129212469,21,3,6,87.57938182769061
6.365284553814156,43.426847421832335,4.933404947533475,2.497460581402743,849.1302567222093,8.288633181719325,21,16,0,131.6784787578306
23.79400612078136,39.3730018412047,14.016074268484504,17.033209058697174,583.0843536543664,7.239969196025715,25,13,5,82.05088565285396
16.20823565427448,42.19314088331046,0.5142768260269549,8.232540731138249,275.8050743471072,2.2855388095958804,21,17,6,71.31383799303623
26.420546892718313,69.38267468423604,0.9403303131098907,4.6644162630245924,552.1442221382587,3.952823549144827,18,18,3,102.85646433993583
0.22112068479551183,45.101045908750656,1.7987143434432316,4.416832683091048,639.4485441986429,3.9513950241575118,26,19,2,143.7276786702277
27.122646354705182,69.87415803707648,7.271520722966453,2.6489689321085144,488.7123676939842,9.955420036022105,23,22,6,67.98400805530093
45.98303927269315,71.00111545485686,3.192243183894033,1.0245436368991891,882.7482585869404,8.139911513323025,18,15,6,125.80612302958663
19.753740185685192,34.87958064539678,2.2958175827666003,7.003120058936423,623.0741353791577,3.339872763555146,16,21,1,92.4772595900248
20.341421289098417,74.40062551470746,2.400992609664022,6.2327332715361425,743.2052874764722,2.005972335128595,25,7,3,111.13520848440736
21.79549484638679,48.83786698287992,3.547075909046733,0.5948461355885357,828.0801715160085,4.7927645255288525,21,1,3,105.86784850256933
1.38024289208213,43.26722465148241,1.9645621131672921,17.755514200371024,385.92461156827727,2.7928629949448758,27,18,6,133.79376090690008
24.2614663969031,45.52871668742123,5.724276166385026,3.4288194075405127,603.6046998167926,7.272240637538249,16,11,4,84.73337968527558
3.945902559840352,83.77780744076891,0.12726847198347474,5.429442333623568,710.6992483801099,9.914898162988932,22,1,2,124.42931579547613
15.723204018761956,66.30641173053239,4.554042802689735,7.849383004276296,941.7648630480509,2.2115717231800933,14,10,0,101.31329608777791
32.42869549603737,68.98278858987379,2.2349683500250586,1.8971254995236078,603.7938175372258,1.0352605261502057,19,9,6,110.55006170523977
12.647830438999236,43.0274216139907,3.2590604756238104,3.97321124943443,891.1238337941868,8.729439771569215,12,8,6,78.86976127560997
25.012489895674,51.59778612171703,6.991924646438457,6.4896362515475206,666.0374229627548,8.850988567338614,23,4,2,82.85021462140107
30.127390539563706,78.62898131227158,0.18067600594764782,1.093096749871405,218.82117797639486,7.813896100170776,15,18,6,61.9038751303867
22.78740856096,50.410513803545285,1.2203941898125399,3.840557296092877,439.7102545856809,7.330792980900871,12,2,2,71.67445783444172
6.290515299053922,78.75903955648945,3.5814960827385054,7.852958148464144,634.565685767967,3.8953914420454643,19,3,4,113.12163758487536
16.67524724648586,41.9990889076261,4.802209561062405,9.048046046628507,591.5921213514971,2.400713470890258,26,3,5,82.34292233833854
39.59411342388286,73.94253629253265,1.0237370139312958,11.933354042534557,595.4463029170172,5.016537061138132,26,5,1,130.9147126962843
-0.25045762997471144,37.00865915606519,1.0849722346828787,7.160194188670699,974.4399640114577,2.6806748293770264,17,16,3,162.24766990810133
17.242139861338245,79.34312215235497,4.888221707050469,3.8263022043935906,563.9652062773289,5.77698169590001,19,13,6,77.43363847053548
14.478919285118922,70.3627208253613,6.432562286464582,0.8579699390689064,585.9720349957515,4.192884515367863,19,5,5,77.82147811215275
21.207473630971386,87.4390679545827,2.988346339458448,9.338176424015662,935.2695247425677,6.265541994750282,13,2,1,98.73511804377442
27.482156171872305,31.771327100237702,2.952141239343795,12.597751111425898,275.55463728691393,9.866304490271004,20,5,2,58.60597935071212
36.08690968022053,37.911423987345096,2.55551294905289,1.434630827736048,650.5917086276497,2.985959093917496,28,8,5,131.77445063308633
17.29767607990842,31.63647709171418,1.454738004474878,4.327078082374329,869.3147305355842,6.519674492196726,17,23,1,99.05275379629147
28.123413299768202,31.005016325587103,21.199070982464733,1.3208371548476094,308.9234657817773,6.968281467755934,11,13,6,41.01932189370046
24.99740144865173,80.76316614405417,4.915700835938383,3.7493365773869876,219.47460192435528,8.558077642251536,27,0,4,73.36378021897542
24.743472978718003,67.88550419331017,2.202306877785207,1.7004007941284096,213.89286316980804,8.412889458096567,21,3,5,39.990109760642234
14.360760684735276,68.62583687435033,1.4773125333151227,0.900589701257891,953.553708106841,4.308506733638029,20,10,0,123.18170507937123
10.026785312240992,52.567660850373656,1.4477435653915194,8.632492316007594,156.0779206611423,2.5803191857129515,24,16,1,98.57263807632907
8.999568873793029,33.197875543015066,1.909617133748446,4.4693555502697375,185.3103396589239,2.013944135008964,18,2,1,82.60904235334243
12.435627906008767,55.87123269566919,4.044918892510495,3.6212080822112345,278.97388895554434,7.0984808436360085,29,11,0,106.3878004618667
23.216865758662266,39.442025870200496,4.357488046852597,1.6420598972932257,512.2670670263764,9.599731922093424,19,22,1,69.17167864909736
27.609493931283296,86.075714466812,5.419287287020356,9.09329437839537,800.3667093428993,9.676472513684221,17,1,0,82.74137644717513
23.234688478568952,82.7126994078894,0.1200733453574041,6.496139934273588,185.64518730438672,4.17664250758281,15,0,1,62.551940598472
14.51044903804259,48.05515088931209,4.299788440444882,10.522782315993593,870.6525386649168,4.299307706893131,19,9,1,109.59949780066447
38.05970109932475,31.03965383349449,4.355018178851858,1.2440224371957933,262.5878149435515,5.913768733974752,18,22,0,76.60379589173739
35.188656236315396,31.255539120414248,12.582960306029321,3.533516358757062,953.7521610308813,5.474331112791834,18,11,2,128.18545144915814
16.459998872498268,61.7303280816341,1.3168711469092818,3.748885718114815,359.6727891757216,2.6606211488549807,17,16,1,88.6426896999679
11.76568594014334,79.3892900824996,0.22135504089582217,8.03879952152222,369.07250250790247,9.175373449673696,25,2,2,84.70147200559231
21.302149541579695,50.53935199104296,14.569978091253795,10.52536583755117,194.9292162369111,1.4159100068734496,19,5,1,65.87561415871573
32.67298645054353,69.4467067668495,4.142957694452385,2.3694037291346453,157.6504628121211,2.3428630090415643,17,22,3,75.37880532532068
23.32764977254117,81.47895693641868,0.5492286882023988,6.297443499770688,548.0449530306925,1.8275838690874924,17,1,5,81.3014621883514
25.565487049100444,68.17336846799637,1.9739458663579685,12.714622460026401,871.147012162602,2.134325759623705,21,20,3,113.4746464232395
17.879198777243744,30.367779926628813,2.483753643837527,4.916681660695046,170.56476425496476,5.271970474050275,14,11,3,73.18059644756842
24.562708952022305,63.06844126636965,7.304566830656917,3.8710058473320244,146.20364002361634,1.9883300780125044,19,7,1,69.38726074109319
35.44544451456139,40.49097344436661,1.5348198236225659,2.7907894311955204,489.44104317727,2.2934416445165344,14,19,5,76.97828297419551
17.603312185222894,78.00383110450096,14.950541735535761,2.9096643317795534,477.7469107243452,3.7626540453685045,20,21,4,84.11340111466966
21.433077325078724,54.74234557358096,4.247297154327704,3.2557290054423125,872.0787432752037,5.895120562673682,22,20,1,113.23433138923329
22.538164765496273,56.35197240924318,0.5002966176096811,5.36689453341871,261.77486734283104,7.614929786497877,17,22,5,38.72895180262778
22.837253557710373,48.23456042971405,3.5416321453043524,2.060666233290676,811.5025612290294,7.988718622957483,18,17,2,95.9658650847579
5.881111239287726,43.7733233905399,4.382301547400483,3.4281768310893597,371.930611806812,4.564171862791463,33,13,6,122.71460455737778
1.2313134412610545,39.597268208684184,15.940463441219638,5.03823199449913,143.2655412491134,1.5965149652757007,18,5,1,107.62188282818943
9.803449290781607,54.46054279467063,12.158702748174544,13.487313383422741,427.62461599370727,3.392020826880821,28,8,3,118.41817867535053
21.679422954016683,62.25495675864249,14.115998612906328,8.788189482297437,457.1322249544656,2.12255428568154,17,19,4,71.79587630148916
25.538561660032112,84.05637240069521,5.206683524965521,10.152933445068557,664.2682313501189,7.805770697523039,23,11,2,105.35887895600085
14.693254402263758,54.11677559693347,5.14699902840629,3.1132306846913473,324.45135773134365,8.452515032072206,15,12,1,68.97150197496397
33.77257482867307,49.30519631717287,5.769972168585249,5.3319364765143895,112.49781897791502,9.107263417156796,17,1,3,59.9930809023282
18.56824025673813,79.09048800938983,0.25108578343306476,7.414726027054323,222.24034482547404,8.869542044923492,25,23,3,73.07284881629016
20.203159982346246,71.77151140887749,1.5353123589268047,2.5224552309833888,322.63724428641297,3.6663057161806782,21,22,3,78.45259039244884
18.060361294473374,36.887052231310605,1.469520073816337,1.6846596308334334,947.4293359897682,5.492081440746245,23,8,6,108.5699143165296
21.340267927466652,72.43995636155327,7.597107324818763,6.309283113738209,350.6362916902277,5.941765889891591,30,9,3,102.96703578022627
27.044740740436033,87.07212543665354,0.9350966002569567,3.628522604400337,911.4432111537304,7.51892408948967,25,22,5,108.08724785225183
26.65653437912331,59.832510970894866,6.808414959842951,6.119205183181218,624.3814131851905,7.92682957747571,23,5,5,68.24048711825706
11.015770593904099,59.4351447448011,2.7059330512491053,0.5027594167503382,377.2451261422039,4.943494146990929,18,3,4,81.50039655151414
35.23663776478527,73.41448706951132,1.5799654238016367,8.3028989231152,707.2596608957895,3.558046672013514,15,22,4,101.33496106545162
9.049735425730825,41.99141988366118,11.709913945294428,8.62300633935296,175.82587273080946,3.459466384198624,23,7,2,82.27592018299306
20.792270140906123,52.02024068504382,1.7987969749305877,8.840469472633057,843.0661050047505,5.945720910568098,14,21,6,72.98964846787172
17.256034264776474,49.0152752479643,7.4240446591283815,3.25215405976416,626.7047830742584,7.753189312261167,21,13,0,90.84038311579263
9.510083226815127,89.75299402033212,7.099843310013226,6.3529979344830245,534.9198986179133,9.78505732100366,20,6,4,81.79487508677155
19.248794120261685,39.697092661267355,2.3618188140363467,0.8656128991110776,550.0921273119629,6.163405862060027,23,1,3,80.27496660390162
12.591862267076017,40.43726481164539,1.972014512992599,1.4761759014659837,900.2122231805604,2.856234903410465,22,10,3,135.85624502184922
20.72907243276052,57.65440762761624,0.01758650254397408,7.990448398146335,204.0752764842083,8.393719243085151,22,21,0,68.39272075736405
24.03085961219367,46.458713905924604,3.1095352463407466,3.2737998680147014,275.5140959376116,6.719272238731505,19,14,6,60.86871053646168
34.719293689732716,82.24064079061748,0.9778528050979272,13.69748717282123,749.7535606388894,4.125067698099931,16,15,2,114.7199226166965
23.073842186274145,56.18857303928432,0.05476203571244091,6.841393385171863,444.61595816917594,9.059615529051424,12,11,2,71.38847916166114
13.88774659695175,71.09382157073311,4.782920599808925,4.511517647798588,379.9739923654201,6.584935612273379,19,21,6,62.36715816824946
16.083801892803983,79.09217045118712,0.6708922442648906,6.818230291154279,583.0656829420747,6.733877120948218,26,0,3,101.92843433015688
21.399781061145635,46.32275801664541,1.8281892433488343,2.1865786123221147,447.4285311133801,2.183996218345869,12,13,5,67.27747277721426
20.934608294621512,73.96425400827286,6.2658183446763305,12.951478109931841,707.4464323734868,8.06559347172702,20,5,1,78.86539271188384
34.59589268228421,53.94583018100391,6.833215265922869,16.84662100089254,321.2504509891659,9.324517166673578,16,21,2,72.04514294300614
33.953529297569546,45.2711647890592,15.180228678422958,8.83604265627531,190.98417925055435,9.504738348915298,16,12,3,67.14518430793424
16.41064073757739,83.40652896880093,11.936240231239214,11.263802806758102,287.54227336636364,1.021637157071717,17,1,6,45.11233873297748
14.513578718138017,63.902086537760724,3.6195027796443027,0.5129618303862563,497.00161708519147,4.925425425794296,16,22,1,84.0741173290038
-5.5705460406785825,59.77989757016348,14.549668142501087,10.490619648303644,561.375733843252,4.118616097510877,16,1,6,119.65896769352857
14.5107958667778,40.836180107125905,2.0951546013421978,9.87593455779938,660.0995528576581,3.2941164720855927,17,15,6,83.80006391916531
10.219422939157162,84.09843725351976,3.9984773781780913,9.89212703799146,935.1551815291213,1.6253816496529885,17,6,2,118.09728403631313
16.451755419051814,68.27051738810385,3.928754931900129,2.729278063745806,420.26264761870146,4.209653852644154,15,5,6,62.6375051987607
23.91584242350111,86.8574197034738,0.1126208714321528,8.171304460273827,853.9634037390318,6.671720691184608,18,4,5,83.58610092127401
21.77192329198988,32.65964164052607,0.18017444058050644,3.4803692862038957,190.616077708568,9.520454826844489,18,9,3,56.77184793074446
19.70031992952458,36.99748008242831,1.3594472676914406,4.463760795380479,868.3138302355314,3.689849060956404,20,13,1,104.16759350855509
21.99582111088514,82.6412437347936,13.389427557443188,8.669173755485117,213.11676305643198,4.13807830099731,21,17,5,66.38189709671535
18.738822267690082,57.10584987389285,11.73139524638679,4.596672760569939,704.47318233501,6.282748030245857,20,11,4,99.91982328913058
21.97018932543476,58.01868113116245,5.061051817877584,10.153521257833152,369.14614317383473,8.233866835383537,22,7,0,64.36270084640329
-12.31055007919312,43.396868483222526,0.34439158148124327,7.349892182698442,989.4510919742455,8.327737329975971,16,12,3,182.0025301583088
17.30706510249246,59.3056542844271,15.23787377594289,11.577602210968308,824.0552304323143,5.920732633601749,18,4,6,75.70405446415428
18.89149278946993,56.31138023079182,0.3417889240931936,6.127288103305908,770.7615286030654,4.608913117973456,17,15,5,84.86940357863767
16.587382837934143,73.25143428634108,3.523032883820551,2.7722118150067496,559.1553936891585,4.858644397670191,20,2,2,79.90110618684486
17.82053737897058,68.12906652424186,4.843964644305735,0.8551415740649435,476.0889360231721,7.50245711099171,20,7,3,87.24866426743847
27.0331011780673,77.93911229908447,6.184610521360947,7.6461643634412795,476.5955902051216,9.724007149663688,15,23,6,55.59169790939124
14.018946686591747,76.98609634446888,12.985771150167434,11.672381615646955,206.9240515264964,9.469433978935493,22,4,2,57.490251670995235
42.00702099217128,55.29105925637767,2.1049867706805463,3.4850369682207165,830.4413268709827,5.745774433346515,18,12,3,130.1132928855398
26.882969302220886,48.08904721502346,2.3427231704500704,3.9993889944732715,212.93359148390869,7.650874696670369,22,4,6,53.78097478354468
19.93692749086128,49.60760038557822,3.920522237617065,5.129761852844811,338.2966593273743,5.283762853394982,24,19,1,77.80445321200493
17.933376968024334,89.3964408679285,1.4345348715542046,1.9243394898073278,911.7566023474286,4.032334870439787,16,12,6,92.31663514807222
19.13477713617865,54.553926516642875,3.9695758542446136,11.838755527975032,278.70311065520525,7.239938375016711,20,11,5,57.16366710393823
10.846929300560213,75.32798438549835,2.1382148641689787,8.57401874325896,298.71288428537434,9.034180748147808,23,7,5,70.30681687578013
19.047974607419906,34.96452540541626,13.246368690567142,5.249798485870695,159.29979034888802,5.186742162339186,21,11,1,63.303739473703246
22.786835167270546,55.77390190877121,1.8407403183707685,7.42093477344796,851.1345731857281,8.664303074166083,17,5,2,79.88281388959578
25.795416155732298,49.73230530758285,5.0254658773099905,2.0752122464425216,462.5755316061929,6.300063668133994,18,8,6,69.77756477657525
25.796897791443335,39.61279490181869,2.434792649194216,12.734985600335442,482.5391339107601,4.355618344824262,23,15,3,90.4077870908281
17.251224534340654,31.432412179297454,21.30694973628872,4.470784966209236,166.98041518549832,2.302097120187496,29,7,3,82.72498737189902
5.839177474780698,45.11691603428123,11.117551435305506,8.909528197032035,908.8790776905024,1.621726390421822,17,9,1,128.54770102488186
13.308973737665545,77.59929905478143,1.9137662701921256,12.742299518154123,412.70455764419637,9.775022676853872,16,13,6,60.948908032177215
36.12193042812388,47.84950410837165,0.02828456637900593,0.9484032099459019,670.215743793341,1.7094695983234915,26,5,3,132.16364932413748
28.96058313409948,82.38105145542644,1.7564468446352275,4.569187499136205,450.01952508827713,9.91404720401339,18,2,6,56.987040575254035
23.69619586304174,64.73086128878896,3.402560517063398,3.8246375373135586,694.5407627348266,7.319803929944803,23,2,0,103.73337947681145
12.387057552398762,78.28414141038567,2.049743123533868,13.326247274417018,277.6617346175968,6.8251915577685764,16,8,5,57.27331647392342
20.03645154973778,89.96175553154701,5.373097134342952,14.345445910323832,155.50338414707636,5.297702732519763,20,8,3,69.85543233350995
